Beruf,Lehrbetrieb,Strasse,PLZ,Ort,Kontaktperson,Telefon,Email,Homepage,Erreichbarkeit,D/F,SL,BM,LS,IV,ZB,Anzahl,Bewerbung bis
Strassenbauer/in EFZ,Gerber + Troxler Bau AG Hoch- und Tiefbau,Gsteigstrasse 24,3806,Bönigen b. Interlaken,Bruno Trittibach,033 827 99 27,info@gt-bau.ch,,,D,E,False,False,False,False,1.0,31.07.2023
Strassenbauer/in EFZ,Imperiali AG Bauunternehmung,Rütifeldstrasse 2,3294,Büren an der Aare,Urs Schwab,032 351 24 24,uschwab@imperiali.ch,,,D,E,False,False,False,True,2.0,31.07.2023
Strassenbauer/in EFZ,KIBAG Bauleistungen AG Strassen- und Tiefbau,Weissensteinstrasse 15,4900,Langenthal,Patrick Müller,062 919 01 20,p.mueller@kibag.ch,,,D,E,False,False,False,True,2.0,31.07.2023
Strassenbauer/in EFZ,KIBAG Bauleistungen AG Strassen- und Tiefbau,Industriestrasse 1,4950,Huttwil,André Kleeb,058 387 20 75,a.kleeb@kibag.ch,https://www.yousty.ch/de-CH/bewerbungen/neu?apprenticeship_id=10305138&test=true,"Montag bis Freitag, 7-17 Uhr",D,E,False,False,False,True,2.0,31.07.2023
Strassenbauer/in EFZ,Marti Arc Jura SA St-Imier,Rue du Midi 48,2610,St-Imier,Jonathan Monnin,079 681 67 48,jonathan.monnin@martisa.ch,www.martiarcjura.ch,,F,E,False,True,False,True,1.0,31.07.2023
Strassenbauer/in EFZ,Marti Arc Jura SA Tavannes,Chemin du Repos 15,2710,Tavannes,Jonathan Monnin,079 681 67 45,jonathan.monnin@martisa.ch,,,F,E,False,True,False,True,1.0,31.07.2023
Strassenbauer/in EFZ,Stämpfli AG Bauunternehmung,Güterstrasse 5,3550,Langnau im Emmental,Martin Schweizer,034 408 40 40,m.schweizer@staempfliag.ch,,,D,E,False,False,False,False,3.0,31.07.2023
Strassenbauer/in EFZ,Sutter Bauunternehmung AG Theres Moser ,Zürich-Bernstrasse  22,3429,Hellsau,Theres Moser,062 968 10 20,tmoser@sutterbau.ch,,,D,E,False,False,False,False,3.0,31.07.2023
Strassenbaupraktiker/in EBA,"Arm AG Hoch-, Tief- & Strassenbau",Emmentalstrasse 73A,3510,Konolfingen,Hansjörg Steffen,031 791 01 79,info@arm-ag.ch,,,D,E,False,False,False,False,1.0,31.07.2023
Strassenbaupraktiker/in EBA,Imperiali AG Bauunternehmung,Rütifeldstrasse 2,3294,Büren an der Aare,Urs Schwab,032 351 24 24,uschwab@imperiali.ch,,,D,E,False,False,False,False,2.0,31.07.2023
Strassenbaupraktiker/in EBA,KIBAG Bauleistungen AG Strassen- und Tiefbau,Industriestrasse 1,4950,Huttwil,André Kleeb,058 387 20 75,a.kleeb@kibag.ch,https://www.yousty.ch/de-CH/bewerbungen/neu?apprenticeship_id=10305138&test=true,"Montag bis Freitag, 7-17 Uhr",D,E,False,False,False,True,2.0,31.07.2023
Strassenbaupraktiker/in EBA,Sutter Bauunternehmung AG  ,Hauptstrasse ,3429,Hellsau,Theres Moser,062 958 10 20,hpsutter@sutterbau.ch,,,D,E,False,False,False,False,2.0,31.07.2023
Systemgastronomiefachmann/Systemgastronomiefachfrau EFZ,,,,,,,future@coop.ch,https://www.coop.ch/future,,D,,True,False,False,True,1.0,31.07.2023
Systemgastronomiefachmann/Systemgastronomiefachfrau EFZ,,,,,,,future@coop.ch,https://www.coop.ch/future,,D,E,True,False,False,True,2.0,31.07.2023
Systemgastronomiefachmann/Systemgastronomiefachfrau EFZ,,,,,Sarah Dallmaier,0318521155,sarah@dallmaier.ch,https://jobs.mcdonalds.ch/de/jobs?cat=9236&city=Bern&rid=9206&coords=&radius=20#,Montag - Freitag 08.00 - 16.00 Uhr,D,,True,False,False,False,2.0,31.07.2023
Systemgastronomiefachmann/Systemgastronomiefachfrau EFZ,SV (Schweiz) AG Gourmisan Verwaltungszentrum G1,,,,Monika Stahel,043 814 14 16,berufsbildung@sv-group.ch,https://jobs.sv-group.com/offene-stellen/lernender-systemgastronomiefachmann-efz-d-w-m/d448c060-27f3-4188-8659-fbe4395d5595,,D,,False,False,False,True,1.0,31.07.2023
Verpackungstechnologe/Verpackungstechnologin EFZ,LxBxH Gauch AG Verpackungen nach Mass,Industrie Neuhof 62,3422,Kirchberg BE,Janick Röthlisberger,034 447 40 70,info@lbh-gauch.ch,,,D,E,False,False,False,False,1.0,31.07.2023
